item,enLabel,faLabel,enDescription,faDescription,enWikipediaUrl,faWikipediaUrl
http://www.wikidata.org/entity/Q2454245,DES-X,DES-X,block cipher,رمزگذاری قطعهای DES-X,https://en.wikipedia.org/wiki/DES-X,https://fa.wikipedia.org/wiki/DES-X
http://www.wikidata.org/entity/Q2454939,Hill cipher,رمزنگاری هیل,substitution cipher based on linear algebra,,https://en.wikipedia.org/wiki/Hill%20cipher,https://fa.wikipedia.org/wiki/%D8%B1%D9%85%D8%B2%D9%86%DA%AF%D8%A7%D8%B1%DB%8C%20%D9%87%DB%8C%D9%84
http://www.wikidata.org/entity/Q2461698,World of Ice and Fire,دنیای ترانه یخ و آتش,fictional world created by George R. R. Martin,,https://en.wikipedia.org/wiki/World%20of%20Ice%20and%20Fire,https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D8%A7%DB%8C%20%D8%AA%D8%B1%D8%A7%D9%86%D9%87%20%DB%8C%D8%AE%20%D9%88%20%D8%A2%D8%AA%D8%B4
http://www.wikidata.org/entity/Q2461698,World of Ice and Fire,دنیای ترانه یخ و آتش,fictional world created by George R. R. Martin,,https://en.wikipedia.org/wiki/World%20of%20Ice%20and%20Fire,https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D8%A7%DB%8C%20%D8%AA%D8%B1%D8%A7%D9%86%D9%87%20%DB%8C%D8%AE%20%D9%88%20%D8%A2%D8%AA%D8%B4
http://www.wikidata.org/entity/Q2465888,Secure multi-party computation,محاسبات چندجانبه امن,subfield of cryptography,,https://en.wikipedia.org/wiki/Secure%20multi-party%20computation,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA%20%DA%86%D9%86%D8%AF%D8%AC%D8%A7%D9%86%D8%A8%D9%87%20%D8%A7%D9%85%D9%86
http://www.wikidata.org/entity/Q2493877,Viola–Jones object detection framework,چارچوب تشخیص اشیا ویولا-جونز,Machine learning algorithm,,https://en.wikipedia.org/wiki/Viola%E2%80%93Jones%20object%20detection%20framework,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%B1%DA%86%D9%88%D8%A8%20%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5%20%D8%A7%D8%B4%DB%8C%D8%A7%20%D9%88%DB%8C%D9%88%D9%84%D8%A7-%D8%AC%D9%88%D9%86%D8%B2
http://www.wikidata.org/entity/Q2493877,Viola–Jones object detection framework,چارچوب تشخیص اشیا ویولا-جونز,Machine learning algorithm,,https://en.wikipedia.org/wiki/Viola%E2%80%93Jones%20object%20detection%20framework,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%B1%DA%86%D9%88%D8%A8%20%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5%20%D8%A7%D8%B4%DB%8C%D8%A7%20%D9%88%DB%8C%D9%88%D9%84%D8%A7-%D8%AC%D9%88%D9%86%D8%B2
http://www.wikidata.org/entity/Q2493877,Viola–Jones object detection framework,چارچوب تشخیص اشیا ویولا-جونز,Machine learning algorithm,,https://en.wikipedia.org/wiki/Viola%E2%80%93Jones%20object%20detection%20framework,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%B1%DA%86%D9%88%D8%A8%20%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5%20%D8%A7%D8%B4%DB%8C%D8%A7%20%D9%88%DB%8C%D9%88%D9%84%D8%A7-%D8%AC%D9%88%D9%86%D8%B2
http://www.wikidata.org/entity/Q2493877,Viola–Jones object detection framework,چارچوب تشخیص اشیا ویولا-جونز,Machine learning algorithm,,https://en.wikipedia.org/wiki/Viola%E2%80%93Jones%20object%20detection%20framework,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%B1%DA%86%D9%88%D8%A8%20%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5%20%D8%A7%D8%B4%DB%8C%D8%A7%20%D9%88%DB%8C%D9%88%D9%84%D8%A7-%D8%AC%D9%88%D9%86%D8%B2
http://www.wikidata.org/entity/Q2499307,dynamic program analysis,واکاوی دینامیک برنامه,analysis of computer software that is performed by executing programs on a real or virtual processor,,https://en.wikipedia.org/wiki/dynamic%20program%20analysis,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%DA%A9%D8%A7%D9%88%DB%8C%20%D8%AF%DB%8C%D9%86%D8%A7%D9%85%DB%8C%DA%A9%20%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87
http://www.wikidata.org/entity/Q2507783,GOST 28147-89,گوست,Soviet/Russian national standard block cipher,,https://en.wikipedia.org/wiki/GOST%2028147-89,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2518735,artificial immune system,سیستم ایمنی مصنوعی,,,https://en.wikipedia.org/wiki/artificial%20immune%20system,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B3%D8%AA%D9%85%20%D8%A7%DB%8C%D9%85%D9%86%DB%8C%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C
http://www.wikidata.org/entity/Q2518735,artificial immune system,سیستم ایمنی مصنوعی,,,https://en.wikipedia.org/wiki/artificial%20immune%20system,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B3%D8%AA%D9%85%20%D8%A7%DB%8C%D9%85%D9%86%DB%8C%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C
http://www.wikidata.org/entity/Q2518735,artificial immune system,سیستم ایمنی مصنوعی,,,https://en.wikipedia.org/wiki/artificial%20immune%20system,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B3%D8%AA%D9%85%20%D8%A7%DB%8C%D9%85%D9%86%DB%8C%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C
http://www.wikidata.org/entity/Q2526135,security,امنیت,"freedom from, or resilience against, potential harm caused by hostile forces, circumstances or disturbances",محافظت و جلوگیری از آسیب، خطر و تهدید,https://en.wikipedia.org/wiki/security,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%86%DB%8C%D8%AA
http://www.wikidata.org/entity/Q2555318,automated reasoning,استدلال خودکار,subfield of computer science and logic,,https://en.wikipedia.org/wiki/automated%20reasoning,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%AF%D9%84%D8%A7%D9%84%20%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1
http://www.wikidata.org/entity/Q2555318,automated reasoning,استدلال خودکار,subfield of computer science and logic,,https://en.wikipedia.org/wiki/automated%20reasoning,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%AF%D9%84%D8%A7%D9%84%20%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1
http://www.wikidata.org/entity/Q2555318,automated reasoning,استدلال خودکار,subfield of computer science and logic,,https://en.wikipedia.org/wiki/automated%20reasoning,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%AF%D9%84%D8%A7%D9%84%20%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1
http://www.wikidata.org/entity/Q2566298,autoregressive integrated moving average,میانگین متحرک خودگردان یکپارچه,statistical model used in time series analysis,,https://en.wikipedia.org/wiki/autoregressive%20integrated%20moving%20average,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%A7%D9%86%DA%AF%DB%8C%D9%86%20%D9%85%D8%AA%D8%AD%D8%B1%DA%A9%20%D8%AE%D9%88%D8%AF%DA%AF%D8%B1%D8%AF%D8%A7%D9%86%20%DB%8C%DA%A9%D9%BE%D8%A7%D8%B1%DA%86%D9%87
http://www.wikidata.org/entity/Q2583975,Structural genomics,ژنومیک ساختاری,area of genetic research,,https://en.wikipedia.org/wiki/Structural%20genomics,https://fa.wikipedia.org/wiki/%DA%98%D9%86%D9%88%D9%85%DB%8C%DA%A9%20%D8%B3%D8%A7%D8%AE%D8%AA%D8%A7%D8%B1%DB%8C
http://www.wikidata.org/entity/Q2623817,quantum algorithm,الگوریتم کوانتومی,"algorithms run on quantum computers, typically relying on superposition and/or entanglement",,https://en.wikipedia.org/wiki/quantum%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D9%88%D8%A7%D9%86%D8%AA%D9%88%D9%85%DB%8C
http://www.wikidata.org/entity/Q2631895,automated planning and scheduling,برنامهریزی خودکار,branch of artificial intelligence that concerns the realization of strategies or action sequences,,https://en.wikipedia.org/wiki/automated%20planning%20and%20scheduling,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%D8%B1%DB%8C%D8%B2%DB%8C%20%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1
http://www.wikidata.org/entity/Q2631895,automated planning and scheduling,برنامهریزی خودکار,branch of artificial intelligence that concerns the realization of strategies or action sequences,,https://en.wikipedia.org/wiki/automated%20planning%20and%20scheduling,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%D8%B1%DB%8C%D8%B2%DB%8C%20%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1
http://www.wikidata.org/entity/Q2632524,Lamport's bakery algorithm,الگوریتم نانوایی,computer algorithm intended to improve the safety in the usage of shared resources among multiple threads,,https://en.wikipedia.org/wiki/Lamport%27s%20bakery%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D9%86%D8%A7%D9%86%D9%88%D8%A7%DB%8C%DB%8C
http://www.wikidata.org/entity/Q2632949,comparison sort,مرتبسازی مقایسهای,type of sorting algorithm that works by comparing pairs of elements,,https://en.wikipedia.org/wiki/comparison%20sort,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%A8%D8%B3%D8%A7%D8%B2%DB%8C%20%D9%85%D9%82%D8%A7%DB%8C%D8%B3%D9%87%D8%A7%DB%8C
http://www.wikidata.org/entity/Q2646614,computational number theory,نظریه اعداد رایانشی,study of algorithms for performing number theoretic computations,,https://en.wikipedia.org/wiki/computational%20number%20theory,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87%20%D8%A7%D8%B9%D8%AF%D8%A7%D8%AF%20%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D8%B4%DB%8C
http://www.wikidata.org/entity/Q2651576,model of computation,مدل محاسبه,mathematical model describing how an output of a function is computed given an input,,https://en.wikipedia.org/wiki/model%20of%20computation,https://fa.wikipedia.org/wiki/%D9%85%D8%AF%D9%84%20%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%87
http://www.wikidata.org/entity/Q2651693,logic in computer science,منطق در علوم کامپیوتر,academic discipline,رشته دانشگاهی,https://en.wikipedia.org/wiki/logic%20in%20computer%20science,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B7%D9%82%20%D8%AF%D8%B1%20%D8%B9%D9%84%D9%88%D9%85%20%DA%A9%D8%A7%D9%85%D9%BE%DB%8C%D9%88%D8%AA%D8%B1
http://www.wikidata.org/entity/Q2652459,interlingual machine translation,ترجمه ماشینی بین زبانی,type of machine translation,,https://en.wikipedia.org/wiki/interlingual%20machine%20translation,https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%D8%AC%D9%85%D9%87%20%D9%85%D8%A7%D8%B4%DB%8C%D9%86%DB%8C%20%D8%A8%DB%8C%D9%86%20%D8%B2%D8%A8%D8%A7%D9%86%DB%8C
http://www.wikidata.org/entity/Q2655281,Kosaraju's algorithm,الگوریتم کساراجو,algorithm to find the strongly connected component of a directed graph,,https://en.wikipedia.org/wiki/Kosaraju%27s%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D8%B3%D8%A7%D8%B1%D8%A7%D8%AC%D9%88
http://www.wikidata.org/entity/Q2655281,Kosaraju's algorithm,الگوریتم کساراجو,algorithm to find the strongly connected component of a directed graph,,https://en.wikipedia.org/wiki/Kosaraju%27s%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D8%B3%D8%A7%D8%B1%D8%A7%D8%AC%D9%88
http://www.wikidata.org/entity/Q2662711,Lenstra elliptic curve factorization,فاکتورگیری منحنی بیضوی لنسترا,algorithm for integer factorization,,https://en.wikipedia.org/wiki/Lenstra%20elliptic%20curve%20factorization,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%DA%A9%D8%AA%D9%88%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%85%D9%86%D8%AD%D9%86%DB%8C%20%D8%A8%DB%8C%D8%B6%D9%88%DB%8C%20%D9%84%D9%86%D8%B3%D8%AA%D8%B1%D8%A7
http://www.wikidata.org/entity/Q2662711,Lenstra elliptic curve factorization,فاکتورگیری منحنی بیضوی لنسترا,algorithm for integer factorization,,https://en.wikipedia.org/wiki/Lenstra%20elliptic%20curve%20factorization,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%DA%A9%D8%AA%D9%88%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%85%D9%86%D8%AD%D9%86%DB%8C%20%D8%A8%DB%8C%D8%B6%D9%88%DB%8C%20%D9%84%D9%86%D8%B3%D8%AA%D8%B1%D8%A7
http://www.wikidata.org/entity/Q2663969,Arnim Zola,آرنیم زولا,supervillain appearing in Marvel Comics publications and related media,,https://en.wikipedia.org/wiki/Arnim%20Zola,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D9%86%DB%8C%D9%85%20%D8%B2%D9%88%D9%84%D8%A7
http://www.wikidata.org/entity/Q2663969,Arnim Zola,آرنیم زولا,supervillain appearing in Marvel Comics publications and related media,,https://en.wikipedia.org/wiki/Arnim%20Zola,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D9%86%DB%8C%D9%85%20%D8%B2%D9%88%D9%84%D8%A7
http://www.wikidata.org/entity/Q2664563,Q-learning,کیو-یادگیری,model-free reinforcement learning algorithm,,https://en.wikipedia.org/wiki/Q-learning,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C
http://www.wikidata.org/entity/Q2664563,Q-learning,کیو-یادگیری,model-free reinforcement learning algorithm,,https://en.wikipedia.org/wiki/Q-learning,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C
http://www.wikidata.org/entity/Q2664563,Q-learning,کیو-یادگیری,model-free reinforcement learning algorithm,,https://en.wikipedia.org/wiki/Q-learning,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C
http://www.wikidata.org/entity/Q2664563,Q-learning,کیو-یادگیری,model-free reinforcement learning algorithm,,https://en.wikipedia.org/wiki/Q-learning,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C
http://www.wikidata.org/entity/Q2670846,computer algebra,جبر رایانهای,branch of mathematics and computer science that deals with the symbolic manipulation of algebraic expressions,,https://en.wikipedia.org/wiki/computer%20algebra,https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1%20%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87%D8%A7%DB%8C
http://www.wikidata.org/entity/Q2679145,sequential minimal optimization,بهینهسازی متوالی کمینه,optimization algorithm for training support vector machines,,https://en.wikipedia.org/wiki/sequential%20minimal%20optimization,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%DB%8C%D9%86%D9%87%D8%B3%D8%A7%D8%B2%DB%8C%20%D9%85%D8%AA%D9%88%D8%A7%D9%84%DB%8C%20%DA%A9%D9%85%DB%8C%D9%86%D9%87
http://www.wikidata.org/entity/Q2679259,Linear classifier,طبقه بندی خطی,statistical classification in machine learning,,https://en.wikipedia.org/wiki/Linear%20classifier,https://fa.wikipedia.org/wiki/%D8%B7%D8%A8%D9%82%D9%87%20%D8%A8%D9%86%D8%AF%DB%8C%20%D8%AE%D8%B7%DB%8C
http://www.wikidata.org/entity/Q2704282,Ruffini's rule,قانون روفینی,Polynomial division computation method,,https://en.wikipedia.org/wiki/Ruffini%27s%20rule,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86%20%D8%B1%D9%88%D9%81%DB%8C%D9%86%DB%8C
http://www.wikidata.org/entity/Q2709102,PRIAM enzyme-specific profiles,نمایههای اختصاصی آنزیمی پریام,method for the automatic detection of likely enzymes in protein sequences,,https://en.wikipedia.org/wiki/PRIAM%20enzyme-specific%20profiles,https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%A7%DB%8C%D9%87%D9%87%D8%A7%DB%8C%20%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C%20%D8%A2%D9%86%D8%B2%DB%8C%D9%85%DB%8C%20%D9%BE%D8%B1%DB%8C%D8%A7%D9%85
http://www.wikidata.org/entity/Q2736227,cipher block chaining message authentication code,کد اصالتسنجی پیام سیبیسی,message authentication code algorithm,,https://en.wikipedia.org/wiki/cipher%20block%20chaining%20message%20authentication%20code,https://fa.wikipedia.org/wiki/%DA%A9%D8%AF%20%D8%A7%D8%B5%D8%A7%D9%84%D8%AA%D8%B3%D9%86%D8%AC%DB%8C%20%D9%BE%DB%8C%D8%A7%D9%85%20%D8%B3%DB%8C%D8%A8%DB%8C%D8%B3%DB%8C
http://www.wikidata.org/entity/Q2736589,pancake sorting,مرتبسازی کلوچهای,mathematics problem,,https://en.wikipedia.org/wiki/pancake%20sorting,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%A8%D8%B3%D8%A7%D8%B2%DB%8C%20%DA%A9%D9%84%D9%88%DA%86%D9%87%D8%A7%DB%8C
http://www.wikidata.org/entity/Q2737866,scientific visualization,مصورسازی علمی,interdisciplinary branch of science concerned with presenting scientific data visually,,https://en.wikipedia.org/wiki/scientific%20visualization,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D9%88%D8%B1%D8%B3%D8%A7%D8%B2%DB%8C%20%D8%B9%D9%84%D9%85%DB%8C
http://www.wikidata.org/entity/Q2739680,Association for the Advancement of Artificial Intelligence,انجمن پیشبرد هوش مصنوعی,international scientific society,,https://en.wikipedia.org/wiki/Association%20for%20the%20Advancement%20of%20Artificial%20Intelligence,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AC%D9%85%D9%86%20%D9%BE%DB%8C%D8%B4%D8%A8%D8%B1%D8%AF%20%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C
http://www.wikidata.org/entity/Q2756506,Sudoku solving algorithm,الگوریتمهای حل سودوکو,algorithm used to complete a sudoku,,https://en.wikipedia.org/wiki/Sudoku%20solving%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%D9%87%D8%A7%DB%8C%20%D8%AD%D9%84%20%D8%B3%D9%88%D8%AF%D9%88%DA%A9%D9%88
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2823869,AdaBoost,آدابوست,boosting algorithm,الگوریتم یادگیری ماشین,https://en.wikipedia.org/wiki/AdaBoost,https://fa.wikipedia.org/wiki/%D8%A2%D8%AF%D8%A7%D8%A8%D9%88%D8%B3%D8%AA
http://www.wikidata.org/entity/Q2835760,anytime algorithm,الگوریتم در هر زمان,algorithm that can return a valid solution to a problem even if interrupted,,https://en.wikipedia.org/wiki/anytime%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AF%D8%B1%20%D9%87%D8%B1%20%D8%B2%D9%85%D8%A7%D9%86
http://www.wikidata.org/entity/Q2835766,TCP congestion control,کنترل ازدحام در پروتکل قرارداد هدایت انتقال,techniques to improve network performance over Transmission Control Protocol,,https://en.wikipedia.org/wiki/TCP%20congestion%20control,https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D8%AA%D8%B1%D9%84%20%D8%A7%D8%B2%D8%AF%D8%AD%D8%A7%D9%85%20%D8%AF%D8%B1%20%D9%BE%D8%B1%D9%88%D8%AA%DA%A9%D9%84%20%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF%20%D9%87%D8%AF%D8%A7%DB%8C%D8%AA%20%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84
http://www.wikidata.org/entity/Q2835780,Cantor–Zassenhaus algorithm,الگوریتم کانتور-زاسنهاوس,algorithm for factoring polynomials over finite fields,,https://en.wikipedia.org/wiki/Cantor%E2%80%93Zassenhaus%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D8%A7%D9%86%D8%AA%D9%88%D8%B1-%D8%B2%D8%A7%D8%B3%D9%86%D9%87%D8%A7%D9%88%D8%B3
http://www.wikidata.org/entity/Q2835787,Hoshen–Kopelman algorithm,الگوریتم هوشن-کوپلمن,algorithm for labeling clusters on a grid,,https://en.wikipedia.org/wiki/Hoshen%E2%80%93Kopelman%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D9%87%D9%88%D8%B4%D9%86-%DA%A9%D9%88%D9%BE%D9%84%D9%85%D9%86
http://www.wikidata.org/entity/Q2835790,Fürer's algorithm,الگوریتم فورر,integer multiplication algorithm for very large numbers,الگوریتمی بهینه برای محاسبه ضرب اعداد طبیعی بسیار بزرگ,https://en.wikipedia.org/wiki/F%C3%BCrer%27s%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D9%81%D9%88%D8%B1%D8%B1
http://www.wikidata.org/entity/Q2835794,Coppersmith–Winograd algorithm,الگوریتم کاپراسمیت وینوگراد,algorithm for matrix multiplication,,https://en.wikipedia.org/wiki/Coppersmith%E2%80%93Winograd%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D8%A7%D9%BE%D8%B1%D8%A7%D8%B3%D9%85%DB%8C%D8%AA%20%D9%88%DB%8C%D9%86%D9%88%DA%AF%D8%B1%D8%A7%D8%AF
http://www.wikidata.org/entity/Q2835794,Coppersmith–Winograd algorithm,الگوریتم کاپراسمیت وینوگراد,algorithm for matrix multiplication,,https://en.wikipedia.org/wiki/Coppersmith%E2%80%93Winograd%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%DA%A9%D8%A7%D9%BE%D8%B1%D8%A7%D8%B3%D9%85%DB%8C%D8%AA%20%D9%88%DB%8C%D9%86%D9%88%DA%AF%D8%B1%D8%A7%D8%AF
http://www.wikidata.org/entity/Q2835818,Wagner–Fischer algorithm,الگوریتم واگنر–فیشر,programming algorithm,,https://en.wikipedia.org/wiki/Wagner%E2%80%93Fischer%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D9%88%D8%A7%DA%AF%D9%86%D8%B1%E2%80%93%D9%81%DB%8C%D8%B4%D8%B1
http://www.wikidata.org/entity/Q2835831,Streaming algorithm,الگوریتم جریان دادهها,algorithms for processing data streams using limited memory,,https://en.wikipedia.org/wiki/Streaming%20algorithm,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AC%D8%B1%DB%8C%D8%A7%D9%86%20%D8%AF%D8%A7%D8%AF%D9%87%D9%87%D8%A7
http://www.wikidata.org/entity/Q2835852,beam search,الگوریتم جستجوی بیم,heuristic search algorithm,,https://en.wikipedia.org/wiki/beam%20search,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AC%D8%B3%D8%AA%D8%AC%D9%88%DB%8C%20%D8%A8%DB%8C%D9%85
http://www.wikidata.org/entity/Q2835852,beam search,الگوریتم جستجوی بیم,heuristic search algorithm,,https://en.wikipedia.org/wiki/beam%20search,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AC%D8%B3%D8%AA%D8%AC%D9%88%DB%8C%20%D8%A8%DB%8C%D9%85
http://www.wikidata.org/entity/Q2835852,beam search,الگوریتم جستجوی بیم,heuristic search algorithm,,https://en.wikipedia.org/wiki/beam%20search,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AC%D8%B3%D8%AA%D8%AC%D9%88%DB%8C%20%D8%A8%DB%8C%D9%85
http://www.wikidata.org/entity/Q2835852,beam search,الگوریتم جستجوی بیم,heuristic search algorithm,,https://en.wikipedia.org/wiki/beam%20search,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%20%D8%AC%D8%B3%D8%AA%D8%AC%D9%88%DB%8C%20%D8%A8%DB%8C%D9%85
